sqft_living,sqft_lot,floors,sqft_above
1384,1822,2.0,1384
3380,75794,2.0,3380
2480,8626,2.0,2480
1270,8000,1.0,1270
1010,7200,1.5,1010
1490,6269,1.0,990
820,3844,1.0,820
1810,10860,1.0,1810
3060,7920,1.0,1530
2980,20000,1.0,2130
3440,18167,2.0,3440
1820,7242,1.0,1220
2320,5760,1.0,1480
2620,4400,2.0,2620
2190,11625,1.0,2020
1780,10395,1.0,1780
2200,7700,1.0,1240
1600,6120,1.5,1600
2450,21000,1.0,1650
2680,35218,2.0,2680
1850,8667,1.0,880
1740,4400,1.5,1740
1490,9600,1.0,1170
1960,190357,1.0,1960
1380,3015,2.0,1380
1510,4032,1.5,1310
1410,3600,1.0,1410
1440,8680,1.5,1440
920,6750,1.0,920
1090,17630,1.0,1090
2790,6695,1.0,1470
1840,14985,1.0,1840
1340,6300,1.0,1340
2570,9086,2.0,2570
3010,6202,2.0,3010
2160,3139,1.0,1080
2140,9484,1.0,1290
2090,7416,1.0,1050
1810,21138,1.0,1240
1760,5750,1.0,1070
2500,8540,2.0,2500
930,6900,1.0,930
3030,8335,2.0,3030
1460,3000,1.0,940
2940,14071,2.0,2940
3360,9200,2.0,3360
2110,4800,1.0,1210
2740,11343,1.0,1980
1070,2196,1.0,880
1680,4886,2.0,1180
2260,13755,1.0,2260
5860,7200,2.0,3690
2380,35008,1.0,2380
3320,5354,2.0,3320
1050,9000,1.5,1050
2070,3982,2.0,2070
1790,7311,2.0,1790
840,4000,1.0,840
990,4500,1.0,990
4120,60392,2.0,3180
1620,9600,1.0,1620
1340,8190,1.0,1340
1500,5750,1.5,1500
1300,6731,1.0,1300
3100,10245,2.0,3100
3380,7074,2.0,2200
2660,9030,1.0,1450
1700,3333,1.5,1100
1840,7800,1.0,1240
890,5200,1.0,890
2800,5800,1.0,1580
2010,8625,1.0,1340
1380,7470,1.0,1380
1210,8000,1.0,1210
1280,6994,1.0,1280
4090,215186,2.0,3670
1580,6300,1.0,1180
1910,7826,1.0,1140
1740,2500,2.0,1210
1130,4445,1.5,1130
1970,8540,1.0,1130
1780,9720,1.0,1280
1670,7757,1.0,1670
1360,9323,1.0,1360
1840,6985,1.0,1290
1255,1113,3.0,1255
1840,7412,1.0,1240
2960,6031,2.0,2960
1430,7232,1.5,1430
5990,10450,2.0,4050
3480,59242,2.0,3480
4260,7861,2.0,4260
1820,10500,1.0,1080
1290,2482,2.0,1290
2130,8428,2.0,2130
1170,10051,1.0,1170
1730,1349,3.0,1350
880,5750,1.0,880
2380,6832,2.0,2380
1330,9729,1.0,1330
1780,191228,2.0,1780
1220,8400,1.0,1220
2490,24969,1.0,1540
1180,10800,1.0,1180
2310,6200,2.0,2310
1440,4855,2.0,1440
1620,1444,2.0,1080
2620,8403,2.0,2620
3710,7491,2.0,3710
1040,10323,1.0,1040
3320,11340,2.0,2480
800,5192,1.0,800
2040,9597,1.0,1240
1960,30144,1.0,980
2670,4410,2.0,2670
2930,8641,2.0,2930
830,4000,1.0,830
2290,4320,2.0,1980
2510,3600,2.5,2510
1280,7572,1.0,1280
1810,6000,1.0,1350
2080,13189,2.0,2080
1680,9244,2.0,1680
1660,5128,2.0,1660
1650,5994,2.0,1650
1420,1438,2.0,1280
2240,8376,1.0,1740
1230,3060,1.0,910
1260,6000,1.0,1260
2060,4812,2.0,2060
3090,10510,1.0,2190
3220,7392,1.0,2010
2020,4845,2.0,2020
1910,12142,1.0,1910
1150,10000,1.0,1000
2730,3560,1.5,1550
2890,2370,2.5,2290
2280,12746,1.0,1490
1040,5700,1.0,1040
2440,7475,1.0,2040
1720,5940,1.0,1000
3430,28718,1.5,3430
2570,4865,2.0,2570
4360,210254,1.0,2320
2060,7350,1.0,1210
3020,8302,2.0,3020
2340,4200,1.5,1540
2400,9537,1.0,1210
1610,11920,1.0,1110
1090,7647,1.0,1090
1470,13068,1.0,1470
1670,6240,1.0,1240
1850,10109,2.0,1850
3940,9671,1.0,2140
2330,3497,2.0,1920
2020,7200,1.5,2020
1300,7200,1.0,1300
1180,6947,1.0,1180
1320,7840,1.0,1320
2520,9324,1.0,1320
1680,2000,3.0,1680
2000,35438,2.0,2000
1180,4900,1.0,1180
3330,15093,2.5,3330
1880,5400,1.5,1880
2990,5280,2.0,2210
1510,12408,1.0,1510
3110,7231,2.0,3110
2150,5000,2.0,2150
1900,3960,1.5,1200
2720,10000,2.0,2720
1560,8280,2.0,1560
1990,30083,2.0,1990
1740,3060,1.0,950
2130,8400,1.0,1350
1510,9176,1.0,1510
2100,5107,2.0,1410
2344,8000,1.0,1560
1970,22486,1.0,1970
1470,9140,2.0,1470
940,5040,1.0,940
1780,13095,1.0,1780
2230,5743,2.0,2230
3570,15151,1.0,2400
1920,15260,2.0,1920
1290,8366,1.0,1020
1880,16262,1.0,1880
2960,4640,2.0,2960
1840,14874,1.0,1300
1890,6183,1.0,1090
1820,6000,1.0,1120
4370,8510,2.0,3610
1530,10731,1.0,1530
1030,10480,1.0,1030
2000,1950,3.0,2000
1730,9230,1.0,1010
3620,16000,2.0,3620
2040,9622,2.0,2040
2640,6715,2.0,1680
1600,2244,2.0,1600
1480,12675,1.5,1480
700,4800,1.0,700
700,4800,1.0,700
3520,12193,2.0,3520
1650,6408,2.0,1650
1360,5500,1.5,1360
1350,6696,1.0,680
1970,6291,2.0,1970
1470,1656,2.0,1310
1610,9652,1.0,1610
810,6150,1.0,810
2820,7809,2.0,2820
1900,33888,1.5,1900
1830,7345,1.0,1540
1730,7700,1.0,1010
2110,7291,2.0,2110
3060,7831,2.0,3060
2620,7328,2.0,2620
1088,1360,2.0,1088
1400,10853,1.0,1400
1540,6804,1.0,1020
1540,1564,2.0,1300
2310,3360,1.5,1790
1730,9520,1.0,1730
2070,39446,1.0,1470
900,4500,1.0,900
860,6635,1.0,860
2980,4500,1.5,2070
2980,4500,1.5,2070
2740,12413,2.0,2740
1790,5257,2.0,1790
1750,16748,1.0,1330
3610,12811,2.0,3610
1430,20620,2.0,1430
1570,15500,1.0,1570
2280,37500,2.0,2280
940,2366,1.0,940
2920,6000,2.0,2920
2260,11900,2.0,2260
2000,4211,1.5,1280
1440,4225,1.0,1440
2310,13430,1.5,2310
2300,4600,1.5,1340
1490,6770,1.5,1490
1830,25641,2.0,1830
4440,9784,2.0,4440
4970,16582,2.0,3930
1000,1075,2.0,840
4940,10037,1.0,3450
1980,6000,1.5,1220
1560,9600,1.0,1210
870,6537,1.0,870
840,6500,1.0,840
1250,8314,1.0,1250
3120,20031,1.0,1980
750,7000,1.0,750
710,5050,1.0,710
2290,14800,1.0,1620
3750,91681,2.0,3750
980,7790,1.0,980
1590,11276,1.0,1590
940,4000,1.0,720
1750,9623,1.0,1150
1460,8227,1.0,880
1540,4800,1.0,770
2560,6800,1.0,1380
1660,37642,1.0,1660
1880,4499,2.0,1880
3500,101494,1.5,3500
1840,10500,2.0,1840
1060,7412,1.0,1060
1790,7500,1.0,1390
810,4838,1.0,810
2600,5100,2.0,1820
3230,19193,1.0,2000
2240,9600,2.0,2240
3400,5100,2.0,3400
3140,10875,1.0,1940
2780,4200,2.0,2780
2320,12368,1.0,1670
1370,5858,1.0,1370
2230,7560,1.0,1230
1610,7223,2.0,1610
3410,41022,2.0,3410
2810,4922,2.0,2810
1850,14986,2.0,1850
1790,4800,1.5,1790
1150,11396,1.5,1150
2420,8700,1.5,2420
1580,7034,1.0,1180
1760,21562,1.0,1560
1760,21562,1.0,1560
2750,35000,2.0,2750
920,4875,1.0,920
960,10181,1.0,960
1120,4000,1.0,870
1560,3960,1.5,1560
1380,7334,1.0,980
1940,6206,2.0,1940
1810,10625,1.0,1370
1100,4200,1.0,1100
1980,9714,1.0,1170
1340,6200,1.0,1340
1680,4800,1.0,1400
2060,16000,2.0,2060
2620,7215,1.0,1770
1610,5159,2.0,1610
1490,7560,2.0,1490
1900,8125,1.0,1540
3440,56192,2.0,3440
1840,3300,1.5,1130
2330,6250,1.0,1400
2250,2975,2.0,1880
2000,3988,1.0,1000
3010,16050,1.0,1260
1680,7389,1.0,1150
1530,6773,1.0,1530
970,4800,1.0,970
1550,5225,1.5,1550
1660,7350,1.0,1660
3680,203860,1.5,3680
3210,4060,2.0,2290
1480,13280,2.5,1480
3600,9312,2.0,2680
1700,1481,3.0,1700
1680,8725,1.0,1240
1550,34175,1.5,1550
3780,10623,1.0,2650
2360,7370,1.0,1460
1810,1750,2.0,1350
2290,3475,2.0,2290
3370,12447,2.0,3370
2090,5050,1.0,1090
2130,34689,1.5,2130
2060,10911,1.0,1360
1560,9350,1.0,1220
730,2400,1.0,730
2910,6308,1.0,1640
2490,8700,1.0,1890
1710,10440,1.0,1710
1520,10630,1.0,1520
2930,218235,2.0,2930
3160,10948,1.0,1930
2910,16410,1.5,2910
1700,8100,1.0,1200
810,6697,1.0,810
2000,5390,2.0,2000
1894,52769,1.5,1520
2080,87991,1.0,1040
1730,5500,1.0,1010
720,4323,1.0,720
3560,13981,2.0,3560
1210,11100,1.0,1210
2130,9268,2.0,2130
1570,8767,1.0,1180
3950,6134,2.0,2880
3450,15586,2.0,2690
7220,223462,2.0,6220
1150,9600,1.0,1150
1500,7615,1.0,1150
1300,5150,1.5,1300
1290,4000,1.0,1170
2510,35255,1.0,2510
2320,3825,1.5,1820
5480,19401,1.5,3910
2030,8600,1.0,1230
2060,16110,1.0,2060
2920,34527,1.0,1800
3330,6990,1.5,2330
2110,8164,2.0,2110
1175,10454,1.0,1175
1590,8670,1.0,1590
1070,9750,1.0,1070
2720,8819,2.0,2240
2980,6349,2.0,2980
1160,5200,1.0,1160
3580,97574,2.0,3580
3020,6000,3.0,1980
2380,5250,1.0,1410
2270,13590,1.5,1300
1660,8188,2.0,1660
830,5000,1.0,830
2480,12614,1.0,1860
1900,7740,1.0,1150
1670,4008,1.0,1670
2000,7900,1.0,1300
2320,65340,1.5,2320
1860,8117,1.0,1460
2110,208737,2.0,2110
1400,7384,1.0,1150
1400,7384,1.0,1150
2850,14800,1.0,1920
1370,11050,1.0,1370
2170,3200,1.5,1280
2570,14033,1.0,2570
1970,7902,1.0,1310
2980,4635,3.0,2980
2300,10843,2.0,2300
1990,4936,2.0,1990
2390,38258,2.0,2390
2160,7500,1.0,1430
3300,15907,2.0,3300
1840,2825,1.0,1040
2030,10958,2.0,2030
1400,2036,2.0,1400
2320,16800,2.0,2320
1410,9150,1.0,1410
1860,42800,1.0,930
1820,6916,2.0,1820
1910,7172,2.0,1910
1540,7490,1.0,1540
1430,7905,1.0,1430
1010,8906,1.0,1010
940,8384,1.0,940
2600,5875,1.5,1600
2060,7283,1.0,1220
1920,4534,2.0,1920
2900,21074,2.0,2900
1020,7920,1.0,1020
2150,9520,2.0,2150
1660,2890,2.0,1660
1230,7410,1.5,1230
2170,7546,1.0,2170
1280,7633,1.0,1280
2240,6920,1.0,1380
1780,5100,1.0,1320
1840,7200,1.0,1220
1740,7700,1.0,1740
3040,6604,2.0,3040
2370,4375,2.0,2370
2100,6783,2.0,2100
1470,1578,2.0,1090
1300,6120,1.0,820
3420,7826,2.0,2430
1190,4750,1.0,970
2080,16117,1.0,1740
2180,4268,1.5,1340
1460,7860,1.0,1460
1530,8503,1.0,1150
4740,8611,2.0,3640
1980,40887,1.0,1980
1710,6400,1.0,1240
1160,982,2.0,890
2200,3000,2.0,1530
1170,5000,1.0,1030
1120,7500,1.0,1120
1710,4000,2.0,1710
1650,7807,1.0,1650
2840,8820,1.0,1420
3310,217800,1.5,3310
1860,7232,1.0,1320
2250,9608,2.0,2250
2890,7027,2.0,2890
2120,5992,1.0,1060
2130,4750,2.0,2130
1170,8200,1.0,780
2120,7420,1.0,1060
1280,10716,1.0,1280
3170,47502,2.0,3170
2260,41984,1.0,2260
2930,19876,1.0,2030
1060,5750,1.0,1060
1740,9344,1.0,1180
2990,5400,2.0,2990
3530,20012,2.0,3530
2960,10960,1.0,1500
1650,3711,2.0,1650
2720,13500,1.0,1510
1516,2897,1.0,998
4386,12275,1.0,2356
2580,7434,1.0,1630
960,5512,1.0,960
1460,10506,1.0,1460
3840,4000,2.0,2640
2090,4200,2.0,2090
2470,7800,1.0,1470
2090,6906,2.0,2090
2070,8581,2.0,2070
1650,6400,1.0,980
1880,45738,1.0,1410
2060,7720,2.0,2060
1410,9647,1.0,1410
2770,8763,2.0,2100
1390,8245,1.0,1390
5440,239580,1.0,2720
1280,4452,2.0,1280
1720,28000,1.0,1720
1720,28000,1.0,1720
3040,28535,1.0,1890
3780,7769,2.0,3110
2670,5974,2.0,2670
1350,7216,1.0,1350
3490,9680,2.0,2460
870,747,2.0,800
2410,4250,1.5,1460
1640,10123,1.0,1340
1540,9800,1.0,1540
2370,9601,1.0,1570
1830,9548,2.0,1830
2330,8994,2.0,2330
2240,27820,1.5,2240
1700,2513,2.0,1700
1750,9298,1.0,1410
1100,9750,1.0,1100
2320,13068,2.0,2320
2540,6491,2.0,2540
3090,12750,1.0,1750
770,5200,1.0,770
2370,4632,2.0,2370
1200,7210,1.0,1200
2200,3060,1.0,1100
2660,32757,1.0,2660
1600,10280,1.0,1050
1330,1249,3.0,1330
3440,12900,1.0,1720
2510,6320,2.0,2510
2150,10098,1.0,1090
1180,10277,1.0,1180
680,8640,1.0,680
2840,4750,2.0,2840
1820,7500,2.0,1820
1070,5150,1.0,870
1250,5650,2.0,1250
2190,6300,1.0,1240
3000,5413,2.0,1900
2270,9830,1.0,2270
4500,11795,2.0,4500
3400,5000,2.0,2320
2830,9680,2.0,2830
960,9563,1.0,960
1530,6450,1.0,1530
2500,13034,1.0,1300
1560,7569,1.5,1560
2070,7207,1.0,1720
2710,19800,1.0,1910
3150,4203,2.0,3150
1880,10880,1.0,1480
1250,8800,1.0,1250
2290,8142,1.0,1490
1990,4331,2.0,1990
2100,5824,2.0,2100
940,8400,1.0,940
1640,4860,1.0,1200
1860,8378,2.0,1860
2100,2500,3.0,2100
1500,15246,1.0,1500
1680,28046,1.0,1180
3900,920423,2.0,3900
1400,7410,1.0,1400
2600,12860,1.0,1350
1440,4859,2.0,1440
1870,9500,1.0,1090
2960,10454,1.0,2360
2440,6733,2.0,2440
1122,9100,1.0,1122
1060,10464,1.0,1060
2150,8165,1.0,1430
3100,10000,2.0,3100
880,1805,2.0,880
2490,34947,2.0,2150
1080,9067,1.0,1080
2530,10190,1.0,1290
1200,7800,1.0,1200
2850,7453,2.0,2850
2950,4502,2.0,2950
1160,6828,1.0,860
3420,4751,2.0,3420
2240,10578,2.0,1550
1450,8891,1.5,1180
1820,7930,2.0,1820
4700,13730,2.0,3500
2430,14000,1.0,1580
1960,4080,1.5,1960
1440,10920,1.0,1440
2730,4385,2.0,2730
910,9000,1.0,910
910,9000,1.0,910
2430,6325,2.0,2020
3350,6500,2.0,3350
2320,4322,1.0,1140
1260,1622,3.0,1260
1980,3525,1.5,1590
1580,8468,2.0,1580
2710,35009,2.0,2710
1400,9750,1.0,1400
2410,7950,2.0,2410
1790,2460,2.0,1100
1640,9234,1.0,1060
1670,8023,1.0,1170
970,5750,1.0,970
1610,1778,3.0,1610
2060,26036,1.0,1160
3570,35271,2.0,3570
1400,7735,1.0,1400
3470,32109,2.0,3470
1210,9525,1.0,1210
3930,10929,2.0,3930
990,4802,1.0,990
2200,4942,2.0,2200
1510,16200,1.0,1510
1620,5040,1.0,1120
1580,7941,2.0,1580
1260,15000,1.5,1260
2190,13673,1.0,2190
1230,13056,1.0,1230
2030,7140,1.0,1400
780,3475,1.0,780
1110,1200,3.0,1110
2790,53143,2.0,2790
1660,10757,1.0,1000
3410,5000,2.0,2190
2390,13002,2.0,2390
1850,5880,2.0,1850
2500,5200,1.0,1250
1000,8320,1.0,1000
2450,5000,2.0,2200
1440,6144,1.0,720
1660,7003,2.0,1660
2510,4600,2.0,2510
3090,12511,2.0,3090
860,5185,1.0,860
1220,28703,1.0,1220
1010,7680,1.0,1010
2390,7350,2.0,2390
3340,8000,2.0,3340
3620,4650,2.0,2790
4200,5800,2.5,2910
3831,13800,2.0,3831
1980,9540,1.0,1080
1790,8372,1.0,1340
1580,7400,1.0,1050
2460,6000,1.0,1230
2110,5120,2.0,1870
1470,1204,3.0,1470
3510,13100,2.0,3510
520,2885,1.0,520
1950,7421,2.0,1950
770,9715,1.0,770
2250,6064,2.0,2250
4040,7200,1.5,3340
2360,6000,1.0,1280
2330,45860,2.0,2330
1720,8910,1.0,1720
1900,8540,1.0,950
1040,6800,1.0,1040
2070,9195,1.0,1220
2070,9195,1.0,1220
1550,1608,2.0,1280
2020,11935,1.0,2020
3320,9024,2.0,3320
4130,112521,2.0,4130
2030,9804,1.0,1110
1770,7875,1.0,1170
3330,7809,2.0,3330
2260,9686,1.0,1520
1950,6871,2.0,1950
2930,19900,1.5,2930
1960,2500,1.5,1410
2980,12534,2.0,2980
780,6685,1.0,780
1650,4218,2.0,1650
4030,12765,2.0,2800
1010,10125,1.0,1010
1190,9600,1.0,1190
1050,8750,1.0,1050
1560,4244,2.0,1560
1490,7800,1.0,1010
770,8149,1.0,770
620,5100,1.0,620
1200,9120,1.0,1000
2120,6865,1.0,1060
2330,3610,2.0,2330
2000,9760,1.0,1400
2820,4608,1.0,1450
2040,4800,1.0,1020
1700,7056,2.0,1700
820,6200,1.0,820
1315,2162,2.0,1315
1390,10905,1.0,860
1890,12017,1.0,1890
1460,7226,1.0,1460
1480,15416,1.0,1480
1840,4030,1.0,1050
1880,7208,1.0,940
1910,5000,1.5,1610
2220,4720,2.0,2220
1410,10015,1.0,1410
3380,16133,1.0,2330
1950,5602,1.0,1120
2400,8320,2.0,2400
1560,8968,1.0,1560
1040,8910,1.0,1040
3090,16538,3.0,2590
1850,4600,2.0,1850
1200,2500,2.0,1090
2190,3746,2.0,2190
1380,5820,1.0,1380
3710,8674,2.0,3710
2320,98445,1.0,1380
1110,10296,1.0,1110
1830,4997,2.0,1830
2460,45738,1.0,1650
1270,6500,1.0,1270
1700,40973,1.0,1700
1130,9147,1.0,1130
1640,18730,1.5,1640
1040,8526,1.0,1040
2320,7800,2.0,2320
1200,7800,1.0,1200
1720,4410,1.5,1720
2330,11740,1.0,1330
4410,9231,3.0,4410
1650,8560,1.0,1650
1370,11400,2.0,1370
1770,8640,1.0,1420
1410,1332,3.0,1410
1710,4187,1.0,1710
790,8250,1.0,790
2770,5854,1.5,2120
1260,8505,1.5,1260
2300,8067,1.0,1300
1070,3000,1.0,870
3850,8100,2.0,2430
2320,219978,2.0,2320
2870,16238,2.0,2870
1830,5175,2.0,1830
1990,9594,1.0,1190
1110,9827,1.0,1110
1830,13477,1.0,1170
3600,6875,2.0,2740
3210,8532,2.0,3210
1490,5300,1.0,1110
990,5643,1.0,870
1646,12414,2.0,1646
720,4000,1.0,720
2310,7200,2.0,2310
2670,10481,2.0,2670
3060,9055,2.0,2460
1380,11760,1.0,1380
700,5559,1.0,700
1710,8364,2.0,1710
1450,8064,1.0,1450
2060,9000,1.0,1320
2380,6250,2.0,1670
2760,5564,2.0,2760
940,10875,1.0,940
1760,6150,1.5,1760
1360,8752,1.0,1360
2010,6150,2.0,2010
2160,2260,2.0,1620
930,6060,1.0,930
1020,2040,2.0,720
1360,5433,1.0,1360
1720,7200,1.0,1220
1790,13350,1.0,1190
1150,6800,1.0,1150
2710,14016,2.0,2710
2400,9601,1.0,1390
1660,7650,1.5,1350
1660,7650,1.5,1350
2290,8796,2.0,2290
2870,25663,2.0,2870
4240,25639,2.0,3550
1800,5102,1.0,1170
2960,11347,1.0,1570
1980,7200,1.0,1300
1730,2631,2.0,1730
3020,36893,2.0,3020
4470,86225,2.0,4470
2830,4000,2.0,1910
2120,5400,1.0,1060
2150,9266,2.0,2150
3510,13843,1.0,1850
970,3400,1.0,970
1360,5766,1.5,1360
1470,3000,1.0,930
3040,10283,1.0,1430
860,7204,1.0,860
820,5700,1.0,820
1900,7076,1.0,1130
1330,5510,1.0,850
1240,38095,1.0,1240
1330,1064,3.0,1330
1880,12821,1.0,1880
1890,7560,1.0,1430
2250,41688,2.0,2250
4650,108464,2.0,3260
1830,8022,2.0,1830
720,5000,1.0,720
1960,50112,1.0,1050
1220,71191,1.0,1220
1800,119790,1.0,1200
1340,12800,1.0,880
1740,3700,1.0,1740
1680,2400,1.0,870
3220,8436,2.0,3220
1610,8400,1.0,1610
3160,66646,2.0,3160
2520,13156,1.0,1520
2120,8448,1.0,1060
2090,8505,2.0,2090
1330,20562,1.5,1330
2420,7500,1.0,1210
1510,6360,1.0,1510
2120,5293,2.0,2120
1850,16535,1.0,1850
2300,16474,1.0,1220
2600,14810,1.0,1490
5180,13077,2.0,4280
1810,8527,1.5,1810
2190,4900,2.0,1490
2500,10215,2.0,2500
1890,6962,2.0,1890
2040,8600,1.0,1430
1310,7000,1.0,1310
4010,8510,2.0,2850
1780,8033,1.0,1210
1980,9061,2.0,1980
3690,7200,2.0,3690
1540,6687,1.0,1200
1130,8100,1.5,1130
2480,209199,1.5,1870
2580,7500,2.0,2580
2010,7226,2.0,2010
2320,12000,1.0,1720
1180,2090,2.0,1180
3180,21904,2.0,3180
2970,52567,2.0,2970
3050,13212,1.0,1590
1630,8000,1.0,1630
1620,6415,2.0,1620
2170,8240,2.0,2170
2150,8173,2.0,2150
1770,1800,3.0,1770
2110,13260,1.0,1290
1590,8285,1.0,1590
1370,1524,3.0,1370
1390,7399,1.0,1390
1640,10464,1.0,1640
2670,12187,2.0,2670
5400,24740,2.0,5400
1690,6750,1.0,1210
2600,5100,2.0,2600
1400,5000,1.0,1150
2140,8000,1.0,1410
1640,5650,1.0,1640
1720,15225,1.0,1020
3060,11778,2.0,3060
1150,7260,1.0,1150
2000,7205,2.0,2000
4810,28008,2.0,4810
1560,5950,1.0,780
2070,4689,2.0,2070
1920,7200,1.0,1300
1000,4950,1.0,800
1690,10062,1.0,940
3090,87120,1.0,1590
1790,3420,1.0,1020
4750,21701,1.5,4750
2090,4000,1.0,1480
680,2550,1.0,680
2100,11942,1.0,1030
2840,4000,1.5,1960
1470,6808,1.0,1160
4490,24767,2.0,3800
1150,8079,1.0,1150
1460,9879,1.0,1460
3150,6343,1.0,1810
1090,2800,1.0,1090
2670,47480,2.0,2670
2110,5800,1.5,1990
1770,5236,2.0,1770
1510,6600,1.0,1510
530,13679,1.0,530
2420,5000,2.0,2200
2490,7666,1.0,1490
990,8012,1.0,990
1730,9139,2.0,1730
1440,11954,1.0,1440
3260,8145,2.0,3260
1950,7000,1.0,1450
2740,5400,2.0,2740
2940,12487,2.0,2940
1200,7320,1.0,1200
2070,10908,2.0,2070
1570,15570,1.0,1570
1050,60113,1.0,1050
1830,6985,1.0,1080
970,12500,1.0,970
2200,9696,2.0,2200
1930,3240,1.5,1930
7050,42840,1.0,4320
1790,3962,2.0,1790
1560,82328,1.0,1560
2780,7985,2.0,2780
1720,8100,2.0,1720
1640,8100,1.0,1040
1730,9000,1.0,1370
740,7380,1.0,740
2280,3710,1.0,1550
2090,23962,2.0,2090
2550,13458,2.0,2550
3350,19487,1.0,2460
2770,8820,1.0,1900
2860,5724,1.0,1730
1990,7194,1.0,1400
1740,8436,1.0,1140
1460,7740,1.0,1460
3670,11884,1.0,1950
3270,9231,2.0,3270
1210,4872,1.0,1210
1770,7000,1.0,1770
1980,5909,2.0,1980
2650,9627,1.0,1610
3040,6887,2.0,3040
3640,231739,1.5,3640
1810,4332,2.0,1810
1380,8682,1.0,1380
1810,3400,2.0,1810
2250,5472,1.5,1750
3860,7199,2.0,2870
2380,20277,1.0,1500
1370,11658,1.0,1370
1830,3000,1.5,1430
1440,13296,1.0,1440
2510,17200,1.0,1540
3230,256132,2.0,3230
1670,7210,1.0,1670
780,4200,1.0,780
1720,16552,1.0,1720
2260,10087,1.0,1520
1480,9375,1.0,1480
2550,3900,2.0,2050
3920,881654,3.0,3920
2286,8269,2.0,2286
1500,5412,1.0,900
1740,4960,2.0,1740
2880,9000,1.0,1440
2600,9350,1.0,1340
3320,23760,2.0,2190
1660,2128,2.0,1660
1990,3644,2.0,1990
1680,8424,1.0,1680
1570,7775,2.0,1570
1150,4825,1.0,1150
1270,7500,1.0,1270
1890,1710,2.0,1640
1350,1248,2.0,1180
1650,9500,1.0,1650
1450,11480,2.0,1450
1640,7350,1.0,1140
2030,8398,2.0,2030
2420,7740,1.0,1360
2770,10505,2.0,2770
1980,7931,1.0,1160
1460,7926,1.0,1460
1610,8064,1.0,1160
1010,10057,1.0,1010
2760,4000,2.0,2000
1060,4960,1.0,1060
1510,8000,1.0,1510
880,4000,1.0,780
2150,9375,1.0,1550
1660,8125,1.0,1150
2160,10987,1.0,1440
1370,8162,1.5,1370
1460,5818,1.0,1140
1450,7000,1.0,1450
1560,6300,1.0,1560
2480,9869,1.0,1240
740,5995,1.0,740
2927,12171,2.0,2927
2260,12005,1.0,2260
1240,9405,1.0,1240
2040,10812,1.0,2040
1270,8100,1.0,880
4370,37193,2.0,2780
1700,6120,1.0,1700
1300,7632,1.0,1300
1820,9350,1.0,1820
880,6171,1.0,880
1870,12381,1.0,1870
1350,9315,1.0,1350
4870,7700,2.5,3650
2460,38794,2.0,2460
1720,6417,1.0,1720
2730,19877,1.0,1570
1100,4046,1.5,1100
1810,9845,1.0,1810
930,3150,1.0,930
1590,131551,1.0,1590
2710,9204,1.5,1480
1460,8400,1.0,1460
3400,4499,2.0,2740
2920,11440,2.0,2920
910,3600,1.0,910
1320,10720,2.0,1320
2490,5170,2.0,2490
2220,11646,1.0,1270
1130,7840,1.0,1130
2750,5767,2.0,2750
2240,4447,2.0,2240
2680,10440,1.0,1540
1270,5500,1.5,1270
1520,5500,1.5,1520
2480,12000,2.0,2480
960,20954,1.0,960
1340,873,3.0,1340
1090,7700,1.0,1090
2240,5580,2.0,1830
3740,8700,1.0,2260
1800,8100,2.0,1800
780,3540,1.0,780
1330,4140,1.0,930
1900,76877,1.0,1900
1570,7650,1.0,1100
3100,7260,2.0,3100
2740,3785,2.0,2190
1570,10939,1.0,1200
1330,6490,1.0,1330
1140,2980,2.0,1140
1550,4000,1.5,1550
1290,7952,1.0,1290
1510,2001,2.0,1510
2720,8000,1.0,1360
840,5700,1.0,840
1850,8770,2.0,1850
2290,11173,2.0,2290
3200,7535,2.0,3200
1800,9800,1.0,1300
860,7467,1.0,860
1980,10203,1.0,1680
2140,7102,1.0,1070
2410,7500,1.0,1550
1650,7276,1.0,1010
1650,7276,1.0,1010
2410,9916,2.0,2410
1520,7500,1.0,1520
2050,3520,1.0,1070
1720,4011,1.5,1720
2390,8775,1.0,1270
1680,6755,2.0,1680
1060,7246,1.0,1060
1860,3150,2.0,1860
1750,5000,1.0,960
1480,8165,1.0,1480
1900,7361,2.0,1900
6210,8856,2.5,4760
1440,12888,1.0,1090
1910,1502,3.0,1910
2010,4000,1.0,1210
960,4600,1.5,960
1240,5500,1.0,1240
870,6450,1.0,740
1400,45738,2.0,1400
1850,9600,1.0,1230
4270,6002,2.0,3180
2260,8512,1.0,1130
2690,7350,1.5,2690
2780,9550,2.0,2530
1140,8144,1.0,1140
2900,9680,2.0,1990
2830,11795,1.0,1710
2560,46786,2.0,2560
1240,9900,1.0,940
2100,10750,1.0,2100
3120,34040,2.0,3120
970,6600,1.0,970
2300,15188,2.0,2300
950,676,2.0,850
2110,5195,1.0,1210
2990,4298,2.0,2990
2940,48788,1.0,1520
1860,8709,2.0,1860
1820,6050,1.0,910
1950,4947,2.0,1950
1890,7867,2.0,1890
2710,7199,1.0,1710
2150,20181,1.0,1090
3720,57499,1.0,1880
2580,11780,2.0,2580
1540,10212,1.5,1540
1050,6600,1.5,1050
1210,1250,3.0,1210
2040,12000,1.0,1300
980,4800,1.5,980
1990,6840,2.0,1990
2420,18480,1.0,2420
1240,3000,1.0,1040
1530,6600,1.0,1240
2080,7700,1.0,1450
